primaryTitle,genres,directors,writers,averageRating,numVotes
Alice in Wonderland,"Adventure,Animation,Family","nm0314671,nm0414144,nm0527217,nm0455741","nm0140902,nm0382548,nm0780799,nm0670328,nm0672093,nm0727370,nm0052520,nm0183183,nm0447039,nm0335469,nm0400056,nm0174974,nm0649603,nm0906929,nm0404717",7.4,128912
An American in Paris,"Drama,Musical,Romance",nm0591486,nm0503585,7.2,30526
Ace in the Hole,"Drama,Film-Noir",nm0000697,"nm0000697,nm0760488,nm0628305,nm0221528",8.1,31533
The Day the Earth Stood Still,"Drama,Sci-Fi",nm0936404,"nm0636002,nm0060915",7.7,76283
Forbidden Games,"Comedy,Drama,War",nm0167496,"nm0102030,nm0042179,nm0098204,nm0167496",8.0,11096
A Place in the Sun,"Drama,Romance",nm0828419,"nm0237439,nm0443966,nm0933858,nm0113689",7.8,20174
Quo Vadis,"Biography,Drama,History","nm0503777,nm0542649","nm0536941,nm0067103,nm0397022,nm0797197,nm0336682",7.2,13628
A Christmas Carol,"Drama,Fantasy",nm0221423,"nm0002042,nm0486538",8.1,20467
Strangers on a Train,"Crime,Film-Noir,Thriller",nm0000033,"nm0151452,nm0650262,nm0177336,nm0383604,nm0372942",7.9,123250
A Streetcar Named Desire,Drama,nm0001415,"nm0931783,nm0766665",8.0,99077
The Thing from Another World,"Horror,Sci-Fi","nm0001328,nm0638528","nm0496468,nm0132168,nm0001328,nm0372942",7.1,25837
The Bad and the Beautiful,"Drama,Romance",nm0591486,"nm0773660,nm0103488",7.8,13279
The Greatest Show on Earth,"Drama,Family,Romance",nm0001124,"nm0290931,nm0528530,nm0820693,nm0147119,nm0307471",6.6,12963
High Noon,"Drama,Thriller,Western",nm0003593,"nm0286025,nm0192356",7.9,97143
Ikiru,Drama,nm0000041,"nm0000041,nm0368074,nm0644823",8.3,68320
The Lavender Hill Mob,"Comedy,Crime",nm0187769,nm0165021,7.6,12832
Limelight,"Drama,Music,Romance",nm0000122,nm0000122,8.1,18228
Monkey Business,"Comedy,Sci-Fi",nm0001328,"nm0372942,nm0496468,nm0224634,nm0781895,nm0001328",7.0,12891
The Naked Spur,"Thriller,Western",nm0542649,"nm0738222,nm0089169",7.3,10134
The Quiet Man,"Comedy,Drama,Romance",nm0000406,"nm0637793,nm0909775,nm0000406",7.7,34640
Singin' in the Rain,"Comedy,Musical,Romance","nm0000037,nm0002045","nm0173679,nm0337582",8.3,218691
Umberto D.,Drama,nm0001120,nm0953790,8.2,22969
Viva Zapata!,"Biography,Drama,History",nm0001415,"nm0825705,nm0683874",7.4,10344
The Band Wagon,"Comedy,Musical,Romance",nm0591486,"nm0173679,nm0337582,nm0181658,nm0503585",7.5,10084
The Big Heat,"Crime,Film-Noir,Thriller",nm0000485,"nm0091213,nm0569423",8.0,23654
Fear and Desire,"Drama,Thriller,War",nm0000040,nm0755274,5.5,10146
From Here to Eternity,"Drama,Romance,War",nm0003593,"nm0850168,nm0428296",7.6,43299
Gentlemen Prefer Blondes,"Comedy,Musical,Romance",nm0001328,"nm0496468,nm0276284,nm0002616",7.2,31742
House of Wax,Horror,nm0211964,"nm0928108,nm0067676",7.1,16265
How to Marry a Millionaire,"Comedy,Drama,Romance",nm0624535,"nm0425913,nm0015399,nm0262368,nm0016534",6.9,20531
I Confess,"Crime,Drama,Thriller",nm0000033,"nm0846068,nm0033780,nm0030786",7.3,19092
Julius Caesar,"Biography,Drama,History",nm0000581,"nm0000636,nm0000581",7.3,10401
Niagara,"Film-Noir,Thriller",nm0368871,"nm0102818,nm0281556,nm0106764",7.0,14852
Peter Pan,"Adventure,Animation,Family","nm0455741,nm0414144,nm0314671,nm0527217","nm0057381,nm0780799,nm0672093,nm0670328,nm0382548,nm0727370,nm0052520,nm0942723,nm0183183",7.3,126594
Pickup on South Street,"Crime,Film-Noir,Thriller",nm0002087,"nm0002087,nm0852313",7.7,12960
Roman Holiday,"Comedy,Romance",nm0943758,"nm0402848,nm0226538,nm0874308",8.0,127163
The Wages of Fear,"Adventure,Drama,Thriller",nm0167241,"nm1064118,nm0167241,nm0350823",8.1,54524
Shane,"Drama,Western",nm0828419,"nm0349238,nm0792042,nm0769627",7.6,36994
Summer with Monika,"Drama,Romance",nm0000005,"nm0283910,nm0000005",7.5,12789
Stalag 17,"Comedy,Drama,War",nm0000697,"nm0000697,nm0089637,nm0079654,nm0874522",8.0,51018
Tokyo Story,Drama,nm0654868,"nm0633792,nm0654868",8.2,53027
Ugetsu,"Drama,Fantasy,War",nm0003226,"nm0442736,nm0875306,nm0879907,nm0406808",8.3,20851
Monsieur Hulot's Holiday,Comedy,nm0004244,"nm0004244,nm0549804,nm0041311,nm0481401",7.5,16804
I Vitelloni,"Comedy,Drama",nm0000019,"nm0000019,nm0280919,nm0684083",7.9,16080
The War of the Worlds,"Action,Sci-Fi,Thriller",nm0005738,"nm0920229,nm0528530",7.1,32681
"20,000 Leagues Under the Sea","Adventure,Drama,Family",nm0281507,"nm0271641,nm0894523",7.2,29384
The Caine Mutiny,"Drama,War",nm0229424,"nm0731592,nm0087581,nm0941883",7.7,24332
Creature from the Black Lagoon,"Horror,Sci-Fi",nm0000791,"nm0261400,nm0743232,nm0956592,nm0020041",7.0,26794
Diabolique,"Crime,Drama,Horror",nm0167241,"nm0092267,nm0092268,nm0167241,nm0350823,nm0557510,nm0340190",8.0,61465
Dial M for Murder,"Crime,Thriller",nm0000033,nm0461425,8.2,158108
Godzilla,"Action,Horror,Sci-Fi",nm0393094,"nm0613609,nm0393094,nm0443227,nm0849083,nm0875212",7.6,29012
Johnny Guitar,"Drama,Western",nm0712947,"nm0948634,nm0151949,nm0534693,nm0712947",7.7,15614
On the Waterfront,"Crime,Drama,Thriller",nm0001415,"nm0775977,nm0425711,nm0802563",8.1,141922
Rear Window,"Mystery,Thriller",nm0000033,"nm0371088,nm0941280",8.4,443581
River of No Return,"Action,Adventure,Drama","nm0624535,nm0695937","nm0272045,nm0487226",6.6,10489
Sabrina,"Comedy,Drama,Romance",nm0000697,"nm0000697,nm0853138,nm0499626",7.7,59353
Sansho the Bailiff,Drama,nm0003226,"nm0605286,nm0297687,nm0406808",8.4,14471
Seven Brides for Seven Brothers,"Comedy,Drama,Musical",nm0002045,"nm0352443,nm0329304,nm0455510,nm0070948",7.4,21281
Seven Samurai,"Action,Adventure,Drama",nm0000041,"nm0000041,nm0368074,nm0644823",8.6,315358
A Star Is Born,"Drama,Musical,Romance",nm0002030,"nm0366454,nm0662213,nm0132180,nm0308604,nm0920074",7.6,15923
La Strada,Drama,nm0000019,"nm0000019,nm0684083,nm0280919",8.0,58253
Them!,"Horror,Sci-Fi",nm0235066,"nm0792090,nm0400914,nm0946753",7.2,19943
White Christmas,"Comedy,Musical,Romance",nm0002031,"nm0469915,nm0659085,nm0291035",7.6,34465
The Wild One,"Crime,Drama,Romance",nm0070670,"nm0668122,nm0740316,nm0534693",6.8,14641
All That Heaven Allows,"Drama,Romance",nm0802862,"nm0272128,nm0497209,nm0497374",7.6,13339
Animal Farm,"Animation,Drama","nm0354691,nm0060742","nm0000567,nm0937852,nm0532063,nm8227431,nm0354691,nm0060742,nm0372677,nm1157821",7.2,15504
Bad Day at Black Rock,"Crime,Drama,Mystery",nm0836328,"nm0442228,nm0570190,nm0107734",7.7,19369
Bob le Flambeur,"Crime,Drama,Thriller",nm0578483,"nm0578483,nm0494138",7.7,10847
Rififi,"Crime,Drama,Thriller",nm0202088,"nm0494138,nm0202088,nm0923941",8.2,28723
East of Eden,Drama,nm0001415,"nm0825705,nm0651585",7.9,40268
Guys and Dolls,"Comedy,Crime,Musical",nm0000581,"nm0842485,nm0123242,nm0750357,nm0000581,nm0372942",7.1,15750
Killer's Kiss,"Crime,Drama,Film-Noir",nm0000040,"nm0000040,nm0755274",6.6,21306
Kiss Me Deadly,"Crime,Film-Noir,Mystery",nm0000736,"nm0818765,nm0080135",7.6,18600
Lady and the Tramp,"Adventure,Animation,Comedy","nm0194018,nm0527217,nm0414144,nm0314671","nm0338950,nm0672093,nm0727370,nm0942723,nm0196119,nm0335469,nm0400056,nm0689679,nm0850895,nm3085481",7.3,122955
The Ladykillers,"Comedy,Crime",nm0533241,"nm0741740,nm1057756",7.7,26418
Marty,"Drama,Romance",nm0542720,nm0154665,7.7,21508
Mister Roberts,"Comedy,Drama,War","nm0000406,nm0503777,nm0517597","nm0637793,nm0517597,nm0373764",7.7,15325
The Night of the Hunter,"Crime,Drama,Film-Noir",nm0001452,"nm0012938,nm0344181,nm0001452",8.0,81879
Oklahoma!,"Comedy,Drama,Musical",nm0003593,"nm0397022,nm0525067,nm0006256,nm0358564,nm0726704",7.0,11325
Ordet,Drama,nm0003433,"nm0612924,nm0003433",8.3,14037
Pather Panchali,Drama,nm0006249,"nm0051808,nm0006249",8.6,23473
Rebel Without a Cause,Drama,nm0712947,"nm0827856,nm0795730,nm0712947",7.7,83280
The Seven Year Itch,"Comedy,Romance",nm0000697,"nm0000697,nm0043480",7.1,34121
Smiles of a Summer Night,"Comedy,Romance",nm0000005,nm0000005,7.8,12363
To Catch a Thief,"Mystery,Romance,Thriller",nm0000033,"nm0371088,nm0230196,nm0178785",7.4,65168
The Trouble with Harry,"Comedy,Mystery",nm0000033,"nm0371088,nm0832723",7.1,33751
Aparajito,Drama,nm0006249,"nm0051808,nm0006249,nm5581192",8.4,11639
Around the World in 80 Days,"Adventure,Comedy,Family","nm0268513,nm0027183","nm0688117,nm0268513,nm0673279,nm0894523",6.8,24756
The Bad Seed,"Drama,Horror,Thriller",nm0503777,"nm0536941,nm0027173,nm0545341",7.5,12919
Bus Stop,"Comedy,Drama,Romance",nm0517597,"nm0043480,nm0408718",6.4,10745
The Court Jester,"Adventure,Comedy,Family","nm0291035,nm0659085","nm0659085,nm0291035",7.9,11679
Forbidden Planet,"Action,Adventure,Sci-Fi",nm0928208,"nm0401738,nm0088726,nm1051864,nm0000636",7.6,45203
Giant,"Drama,Western",nm0828419,"nm0272209,nm0347451,nm0595573",7.6,34027
High Society,"Comedy,Musical,Romance",nm0910199,"nm0665875,nm0058129",7.0,14141
Invasion of the Body Snatchers,"Drama,Horror,Sci-Fi",nm0796923,"nm0537784,nm0278277,nm0172628",7.7,44799
The Killing,"Crime,Drama,Film-Noir",nm0000040,"nm0000040,nm0860292,nm0925137",8.0,81613
The King and I,"Biography,Drama,Musical",nm0485943,"nm0499626,nm0358564,nm0484933",7.4,23752
Lust for Life,"Biography,Drama","nm0002030,nm0591486","nm0181658,nm0831919",7.4,10544
The Man Who Knew Too Much,"Drama,Thriller",nm0000033,"nm0371088,nm0071657,nm0943922,nm0534191",7.4,58497
Moby Dick,"Adventure,Drama",nm0001379,"nm0001969,nm0001379,nm0181658,nm0578479",7.3,16985
The Searchers,"Adventure,Drama,Western",nm0000406,"nm0637793,nm0494435",7.9,80225
The Ten Commandments,"Adventure,Drama",nm0001124,"nm0933335,nm0408933,nm0816161,nm0533418,nm0489679,nm0307471,nm0290931",7.9,63513
A Man Escaped,"Drama,Thriller,War",nm0000975,"nm0222519,nm0000975",8.3,19176
Written on the Wind,Drama,nm0802862,"nm0958424,nm0928623",7.4,10283
12 Angry Men,"Crime,Drama",nm0001486,nm0741627,9.0,688801
3:10 to Yuma,"Drama,Thriller,Western",nm0202681,"nm0919925,nm0001465",7.6,18174
An Affair to Remember,"Drama,Musical,Romance",nm0564970,"nm0202681,nm0564970,nm0186118,nm0829330",7.5,27717
The Bridge on the River Kwai,"Adventure,Drama,War",nm0000180,"nm0099541,nm0286025,nm0933858",8.1,203271
A Face in the Crowd,"Drama,Music",nm0001415,nm0775977,8.2,13930
Funny Face,"Comedy,Musical,Romance",nm0002045,nm0314826,7.0,27134
Gunfight at the O.K. Corral,"Biography,Drama,Western",nm0836328,"nm0881979,nm0780252",7.2,14040
The Incredible Shrinking Man,"Horror,Sci-Fi",nm0000791,"nm0558577,nm0799875",7.6,15984
Throne of Blood,"Drama,History",nm0000041,"nm0644823,nm0368074,nm0452878,nm0000041,nm0000636",8.1,46597
The Cranes Are Flying,"Drama,Romance,War",nm0435563,nm0747657,8.3,15055
Love in the Afternoon,"Comedy,Crime,Drama",nm0000697,"nm0000697,nm0224634,nm0029370",7.2,13942
Mon Oncle,Comedy,nm0004244,"nm0481401,nm0478327,nm0004244",7.8,18840
Curse of the Demon,"Fantasy,Horror,Mystery",nm0869664,"nm0071657,nm0156320,nm0416721,nm0256831",7.5,12055
Nights of Cabiria,Drama,nm0000019,"nm0000019,nm0280919,nm0684083,nm0001596",8.1,42891
Old Yeller,"Adventure,Drama,Family",nm0829038,"nm0320564,nm0876564",7.3,11889
Paths of Glory,"Drama,War",nm0000040,"nm0000040,nm0932229,nm0860292,nm0167767",8.4,177809
The Seventh Seal,"Drama,Fantasy,History",nm0000005,nm0000005,8.2,164669
Wild Strawberries,"Drama,Romance",nm0000005,nm0000005,8.2,96203
Sweet Smell of Success,"Drama,Film-Noir",nm0533241,"nm0644048,nm0499626,nm0533241",8.0,28096
Witness for the Prosecution,"Crime,Drama,Mystery",nm0000697,"nm0002005,nm0000697,nm0475823,nm0546140",8.4,108693
The Wrong Man,"Drama,Film-Noir",nm0000033,"nm0027173,nm0534191",7.4,25669
The 7th Voyage of Sinbad,"Action,Adventure,Family",nm0432846,"nm0463894,nm0366063",7.1,12039
Elevator to the Gallows,"Crime,Drama,Thriller",nm0001501,"nm0632357,nm0001501,nm0129832",8.0,22100
Auntie Mame,"Comedy,Drama,Romance",nm0196536,"nm0173679,nm0337582,nm0219532",7.9,10381
The Big Country,"Romance,Western",nm0943758,"nm0916139,nm0058905,nm0928623,nm0922143,nm0943753,nm0357824",7.9,15816
The Blob,"Horror,Sci-Fi","nm0947105,nm0234893","nm0800796,nm0510989,nm0589614",6.4,23398
Cat on a Hot Tin Roof,Drama,nm0112218,"nm0112218,nm0688117,nm0931783",8.0,45010
The Defiant Ones,"Crime,Drama",nm0006452,"nm0949917,nm0808414",7.6,13567
Horror of Dracula,"Drama,Horror",nm0279807,"nm0762727,nm0831290",7.3,21068
The Fly,"Drama,Horror,Sci-Fi",nm0627087,"nm0165412,nm0486228",7.1,20816
Gigi,"Comedy,Musical,Romance",nm0591486,"nm0503585,nm0171372,nm0124002",6.7,19599
House on Haunted Hill,"Crime,Horror,Mystery",nm0145336,nm0925380,6.9,23525
The Hidden Fortress,"Adventure,Drama",nm0000041,"nm0452878,nm0644823,nm0368074,nm0000041",8.1,34725
A Night to Remember,"Biography,Drama,History",nm0001928,"nm0520520,nm0001907",7.9,13562
Ashes and Diamonds,"Drama,Romance,War",nm0906667,"nm0029156,nm0906667",7.8,10615
Run Silent Run Deep,"Action,Drama,War",nm0936404,"nm0310775,nm0063459",7.3,10219
Touch of Evil,"Crime,Drama,Film-Noir",nm0000080,"nm0000080,nm0557767,nm0168759,nm0597574",8.0,98365
Vertigo,"Mystery,Romance,Thriller",nm0000033,"nm0178785,nm0853138,nm0092267,nm0092268,nm0027173",8.3,363937
The Vikings,"Action,Adventure,History",nm0281507,"nm0932229,nm0913670,nm0550861",7.1,12954
Anatomy of a Murder,"Crime,Drama,Mystery",nm0695937,"nm0562606,nm0871261",8.0,59780
The World of Apu,Drama,nm0006249,"nm0051808,nm0006249",8.5,12041
Ben-Hur,"Adventure,Drama,History",nm0943758,"nm0908753,nm0876562,nm0000683,nm0027173,nm0067103,nm0296737",8.1,219266
The Diary of Anne Frank,"Biography,Drama,Family",nm0828419,"nm0329304,nm0352443,nm0290833,nm0828419",7.4,11944
Hiroshima Mon Amour,"Drama,Romance",nm0720297,nm0243921,7.9,28364
Imitation of Life,Drama,nm0802862,"nm0341178,nm0778818,nm0403595",7.9,14731
Journey to the Center of the Earth,"Adventure,Family,Fantasy",nm0505610,"nm0281556,nm0102818,nm0894523",7.0,15757
North by Northwest,"Adventure,Mystery,Thriller",nm0000033,nm0499626,8.3,298847
On the Beach,"Drama,Romance,Sci-Fi",nm0006452,"nm0668122,nm0796009",7.1,11972
Operation Petticoat,"Comedy,Romance,War",nm0001175,"nm0788630,nm0725009,nm0455126,nm0831972",7.3,12800
Pickpocket,"Crime,Drama",nm0000975,nm0000975,7.7,19644
Pillow Talk,"Comedy,Romance",nm0330456,"nm0788630,nm0725009,nm0745866,nm0338707",7.4,15555
The 400 Blows,"Crime,Drama",nm0000076,"nm0000076,nm0610115",8.1,105118
Rio Bravo,"Action,Drama,Western",nm0001328,"nm0299154,nm0102824,nm0564800",8.0,56214
Shadows,"Drama,Romance",nm0001023,nm0001023,7.3,10395
Sleeping Beauty,"Animation,Family,Fantasy","nm0718627,nm0314671,nm0164203,nm0527217","nm0672093,nm0674518,nm0727370,nm0382548,nm0670328,nm0780799,nm0942723,nm0052520",7.2,135339
Some Like It Hot,"Comedy,Music,Romance",nm0000697,"nm0000697,nm0224634,nm0858329,nm0517615",8.2,243657
"Suddenly, Last Summer","Drama,Mystery,Thriller",nm0000581,"nm0931783,nm0000683",7.6,13806
Eyes Without a Face,"Drama,Horror",nm0290802,"nm0715118,nm0092267,nm0092268,nm0767110,nm0309039",7.7,27575
Breathless,"Crime,Drama",nm0000419,"nm0000076,nm0000419,nm0001031",7.8,73166
The Alamo,"Adventure,Drama,History",nm0000078,nm0335455,6.9,14371
The Apartment,"Comedy,Drama,Romance",nm0000697,"nm0000697,nm0224634",8.3,164153
L'Avventura,"Drama,Mystery",nm0000774,"nm0000774,nm0059026,nm0346096",7.9,26502
La Dolce Vita,"Comedy,Drama",nm0000019,"nm0000019,nm0280919,nm0684083,nm0740021,nm0001596",8.0,66517
Elmer Gantry,Drama,nm0112218,"nm0112218,nm0507760",7.8,10375
House of Usher,"Drama,Horror",nm0000339,"nm0000590,nm0558577",7.0,12068
Inherit the Wind,"Biography,Drama,History",nm0006452,"nm0949917,nm0808414,nm0492823,nm0498126",8.1,27224
The Virgin Spring,Drama,nm0000005,nm0410694,8.1,26660
The Little Shop of Horrors,"Comedy,Horror","nm0000339,nm0341458,nm0003203","nm0341458,nm0000339",6.3,16374
The Magnificent Seven,"Action,Adventure,Western",nm0836328,"nm0731679,nm0000041,nm0077159,nm0368074,nm0628305,nm0644823",7.7,87629
Black Sunday,Horror,nm0000878,"nm0208086,nm0004531,nm0324690,nm0383318,nm0000878,nm0181753,nm0210796",7.2,13702
La Notte,Drama,nm0000774,"nm0000774,nm0280919,nm0346096",8.1,18207
Ocean's 11,"Comedy,Crime,Music",nm0587277,"nm0113689,nm0496468,nm0425138,nm0751207,nm0000697",6.6,20004
Peeping Tom,"Drama,Horror,Thriller",nm0003836,nm0548896,7.7,31322
Purple Noon,"Crime,Drama,Thriller",nm0167496,"nm0383604,nm0167496,nm0337541",7.8,14209
Psycho,"Horror,Mystery,Thriller",nm0000033,"nm0825010,nm0088645",8.5,603531
Rocco and His Brothers,"Crime,Drama,Sport",nm0899581,"nm0899581,nm0147599,nm0695390,nm0275269,nm0290050,nm0575804,nm0856489",8.3,16687
Spartacus,"Adventure,Biography,Drama",nm0000040,"nm0874308,nm0268779,nm0001811,nm0932229,nm1306202",7.9,124234
Swiss Family Robinson,"Adventure,Family",nm0002175,"nm0370328,nm0944146",7.2,14230
The Time Machine,"Adventure,Romance,Sci-Fi",nm0657162,"nm0241949,nm0920229",7.6,36161
Shoot the Piano Player,"Crime,Drama,Thriller",nm0000076,"nm0328959,nm0000076,nm0610115",7.5,17562
Le Trou,"Crime,Drama,Thriller",nm0065442,"nm0320510,nm0065442,nm0042159",8.5,15381
Village of the Damned,"Horror,Sci-Fi",nm0727211,"nm0798103,nm0727211,nm0455785,nm0943909",7.3,15303
The Bad Sleep Well,"Crime,Drama,Thriller",nm0000041,"nm0644823,nm0386750,nm0000041,nm0452878,nm0368074",8.0,10991
Last Year at Marienbad,"Drama,Mystery",nm0720297,nm0730237,7.8,20363
Breakfast at Tiffany's,"Comedy,Drama,Romance",nm0001175,"nm0001986,nm0043480",7.6,166398
The Children's Hour,"Drama,Romance",nm0943758,"nm0375484,nm0371088",7.8,14537
El Cid,"Biography,Drama,History",nm0542649,"nm0290931,nm0948634,nm0059553",7.2,12915
The Guns of Navarone,"Action,Adventure,Drama",nm0496746,"nm0533745,nm0286025",7.5,45459
The Hustler,"Drama,Sport",nm0744035,"nm0140987,nm0744035,nm0856677",8.0,75001
The Innocents,Horror,nm0002338,"nm0416556,nm0607876,nm0033780,nm0001986",7.8,26974
Judgment at Nuremberg,"Drama,War",nm0006452,"nm0542631,nm0001050",8.2,69364
Jules and Jim,"Drama,Romance",nm0000076,"nm0734132,nm0000076,nm0344171",7.8,37550
The Misfits,"Drama,Romance,Western",nm0001379,nm0007186,7.2,17266
One Hundred and One Dalmatians,"Adventure,Animation,Comedy","nm0718627,nm0527217,nm0314671","nm0670328,nm0807977",7.3,152768
"One, Two, Three",Comedy,nm0000697,"nm0000697,nm0224634,nm0597175",7.9,19492
One-Eyed Jacks,"Drama,Western",nm0000008,"nm0873613,nm0932229,nm0624605,nm0001603,nm0785245",7.1,10093
The Parent Trap,"Comedy,Family,Romance",nm0842582,"nm0477696,nm0842582",7.1,18967
Pit and the Pendulum,"Drama,Horror,Mystery",nm0000339,"nm0558577,nm0000590",7.1,12767
Splendor in the Grass,"Drama,Romance",nm0001415,nm0408718,7.8,17797
Through a Glass Darkly,Drama,nm0000005,nm0000005,8.0,22871
A Woman Is a Woman,"Comedy,Drama,Romance",nm0000419,"nm0167346,nm0000419",7.5,15507
Viridiana,Drama,nm0000320,"nm0017855,nm0000320,nm0701918",8.1,22324
West Side Story,"Crime,Drama,Musical","nm0730385,nm0936404","nm0499626,nm0491306,nm0730385,nm0000636",7.5,96920
Yojimbo,"Action,Drama,Thriller",nm0000041,"nm0000041,nm0452878",8.2,111063
Birdman of Alcatraz,"Biography,Crime,Drama","nm0187769,nm0001239","nm0873613,nm0300532",7.8,16088
Cape Fear,"Drama,Thriller",nm0496746,"nm0531792,nm0916139",7.7,26435
Carnival of Souls,"Horror,Mystery",nm0367547,"nm0166647,nm0367547",7.1,21056
Cleo from 5 to 7,"Comedy,Drama,Music",nm0889513,nm0889513,7.9,17097
Days of Wine and Roses,Drama,nm0001175,nm0582837,7.9,11408
Divorce Italian Style,"Comedy,Drama,Romance",nm0314584,"nm0316251,nm0208086,nm0314584,nm0408488",8.1,11515
Dr. No,"Action,Adventure,Thriller",nm0950109,"nm0537363,nm0367820,nm0558435,nm0001220,nm0542554,nm0950109",7.2,150018
Hara-Kiri,"Action,Drama,Mystery",nm0462030,"nm0847668,nm0368074",8.6,41791
Hatari!,"Action,Adventure,Comedy",nm0001328,"nm0102824,nm0475823",7.2,11739
How the West Was Won,Western,"nm0000406,nm0368871,nm0550892,nm0861703","nm0916139,nm0310775",7.1,18663
Ivan's Childhood,"Drama,War","nm0007672,nm0001789","nm1530016,nm0660353,nm0001789,nm0464846",8.1,31657
Lawrence of Arabia,"Adventure,Biography,Drama",nm0000180,"nm0493042,nm0004122,nm0933858",8.3,267807
Lolita,"Crime,Drama,Romance",nm0000040,"nm0618603,nm0000040,nm0364805",7.6,92778
The Longest Day,"Action,Drama,History","nm0002175,nm0554249,nm0652631,nm0926919,nm0953123","nm0752485,nm0308900,nm0428296,nm0700950,nm0781250",7.8,52123
The Man Who Shot Liberty Valance,"Drama,Western",nm0000406,"nm0068650,nm0325135,nm0424986",8.1,68752
The Manchurian Candidate,"Drama,Thriller",nm0001239,"nm0174410,nm0043480,nm0001239",7.9,71093
The Miracle Worker,"Biography,Drama",nm0671957,"nm0317217,nm0445656",8.1,15982
The Music Man,"Comedy,Family,Musical",nm0196536,"nm0932745,nm0479923,nm0362992",7.7,15897
Mutiny on the Bounty,"Adventure,Drama,History","nm0587277,nm0715346","nm0496468,nm0635079,nm0355681,nm0000697,nm0001907,nm0153698,nm0238070,nm0310775,nm0372942",7.3,14946
Knife in the Water,"Drama,Thriller",nm0000591,"nm0325228,nm0000591,nm0804592",7.5,20094
Ride the High Country,"Drama,Western",nm0001603,"nm0831694,nm0001603,nm0731679",7.5,12075
Sanjuro,"Action,Comedy,Crime",nm0000041,"nm0452878,nm0644823,nm0000041,nm0945491",8.1,32962
To Kill a Mockingbird,"Crime,Drama",nm0612322,"nm0497369,nm0285210",8.2,293559
Vivre Sa Vie,Drama,nm0000419,"nm0755338,nm0000419",8.0,28016
